program,residence,rating,residence_Claudette Millar Hall (CMH),residence_Columbia Lake Village South (CLV-South),residence_Mackenzie King Village (MKV),residence_Ron Eydt Village (REV),residence_UW Place (UWP),residence_Village 1,program_AFM,program_Arts,program_Engineering,program_Environment,program_Health,program_Mathematics,program_Science,extraversion,agreeableness,conscientiousness,emotionalStability,Openness
0.0,0.0,8.76925658452774,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.606061782484109,6.4393104184417025,5.492572068155143,4.722094466503424,3.4817151378503284
0.0,0.0,9.137140990805499,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.25563314380595,5.239972956174555,5.056817738277962,4.315476593455096,3.9901930847660094
0.0,0.0,6.863218080927992,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.700305825502319,4.9133027034245496,5.145527599723895,4.195576735853934,4.147606570051262
0.0,0.0,8.839549205776338,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.450686748706515,5.87766681079616,6.441045261114309,3.9930791115138833,4.041831008410124
0.0,0.0,9.892409887459646,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.132124100002115,5.959302379429743,6.073750366675105,3.3785468838106003,4.448213466295276
0.0,0.0,8.979366060870225,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.35697630636541,7.155147640597034,5.972765110636794,4.115160049563785,4.212576558283829
0.0,0.0,9.903457507915105,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.147936739096814,5.750349718435337,5.73010625017037,4.0258943307000665,4.0242544942835075
0.0,0.0,9.153913277970986,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0069447025075835,7.218789824254414,7.141079105030542,4.048933746207436,4.183462496555941
0.0,0.0,9.977344390126559,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.770345115084603,5.984755661551671,5.90561627078549,3.0026954078821437,2.6721604986687
0.0,0.0,10.03018366414065,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.966926890469575,5.754143503389609,6.009403675107221,4.0567403649503735,4.046044928354815
0.0,0.0,8.784355285308823,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.761004421486785,6.5759731418937175,6.00262718214545,3.931884588472708,3.4277540539234512
0.0,0.0,8.90964153995052,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.99284680217299,4.20216848076999,4.406427259908115,5.011992734197007,4.406903429921672
0.0,0.0,9.19010048492744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.882304762943592,4.530933977660634,6.654961403176939,4.28716182036234,4.757810847874985
0.0,0.0,8.279596448594846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.1327701876254697,3.103208713609139,3.048204589014014,3.687709099916386,2.8434734506056105
0.0,0.0,7.809216077317718,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.6608227522938745,4.287906300099895,6.380581768525239,5.0993525056317806,3.9993001619909734
0.0,0.0,8.654009993817125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.6643923466573174,3.8994227871304306,2.038423997505778,6.471445805743497,5.592400661931727
0.0,0.0,8.567930473104,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.669302757266031,4.667962663152352,3.5975763560732767,5.897309273570448,6.264214712101525
0.0,0.0,2.8135377914110773,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0999670880914498,4.551945117454748,5.619496154708139,0.9510258218117728,4.95803236157796
0.0,0.0,8.584328584341907,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.579036825105757,2.77090145446082,4.736140471478139,6.436580786990615,3.6205372168200762
0.0,0.0,8.02537705363386,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.291057776748249,4.492598122444999,4.552908120208938,5.480538075627678,5.148768456095771
0.0,0.0,8.956143378830935,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.028078199265902,5.042579018968022,4.712742685487653,5.624144884893213,6.395329555246095
0.0,0.0,8.040692456465717,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.534318487510341,5.7097206563929435,4.417065191057332,3.5633310397156728,3.788363127679121
0.0,0.0,8.70407838776653,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.939791791999967,5.274775831113197,6.17187270793704,4.543902496488808,5.625420024416414
0.0,0.0,9.910437301807741,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.084890966234909,5.9408095692392076,5.155628700281529,3.4059822636216546,3.658447405519561
0.0,0.0,10.88450142960392,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.232757580303455,4.785597277922066,5.22489509774456,4.571144213053381,3.9186652063639147
0.0,0.0,7.8582264132174116,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.8090031739758405,5.370076036877326,5.0137091565365814,4.1994196592838255,3.3478728244793685
0.0,0.0,7.935143421106266,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.254830302363638,5.571271668811959,4.257622237470561,4.101323596989008,2.7723535203537684
0.0,0.0,7.765132237431626,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.4935828939267175,5.127386504739984,4.3555050080496684,3.86801735732267,4.315774608825041
0.0,0.0,8.281658760484127,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.24782302714309,6.114389646247404,4.583163269988555,3.8338930724189835,5.547028779492318
0.0,0.0,7.913000896902945,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.181092948297742,5.222413490767136,5.481772743643506,3.5532656951240873,3.8933144235799464
0.0,0.0,8.644020335816752,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.532951653608825,6.179794257573269,4.95744018650109,3.950009229986446,3.842318613188307
0.0,0.0,9.56591731615801,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.049484569976547,5.126519378305739,5.554674745372741,3.899325261922988,3.601269639215941
0.0,0.0,8.333975948078049,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.741341422545563,6.0053098102115055,6.786667526462834,4.080661320760639,4.128863148493078
0.0,0.0,10.442514964319576,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.081131072527122,5.068818314769067,4.420840264954943,4.355631276839726,3.900579228241401
0.0,0.0,7.069680289042982,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.820026506834298,5.135182456247732,6.201953074345203,4.059951536683581,5.037263557518277
0.0,0.0,7.549039087007144,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.568203348717625,5.507379858932988,5.343041561061963,4.270114820145278,3.9385552995777084
0.0,0.0,8.735498392709475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.10881544652415,6.616715650270873,5.999178700648977,4.261243858592482,3.0420123068209786
0.0,0.0,8.649205537750733,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.925237287840672,4.352813585457522,4.399842141811013,4.136190118305739,4.465847723114899
0.0,0.0,11.246073105499848,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.3787457142918695,4.717520660112545,4.961766631203103,3.4879623771826367,3.2041736646935197
0.0,0.0,8.992646007088924,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.627326247934233,5.923926819923253,5.624812164874536,3.9184895177404058,3.579133068527107
0.0,0.0,10.33259662531053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.591804948895812,5.154101433087575,5.603499143423582,5.115677589221608,3.973872153985589
0.0,0.0,6.820680822023655,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.879000743404415,4.415535843052908,4.85756203552761,3.941116925207428,3.4302692466296563
0.0,0.0,10.298036283901608,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.571587925681389,5.184358231011059,6.309195820634641,3.6746471988699065,3.8809498107285636
0.0,0.0,10.080495283699182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.061642279769889,6.546861737597455,6.2927297678127685,3.742255968809977,5.016425290776389
0.0,0.0,9.676933992905813,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.161615680429214,7.706649203287053,6.4089467104796745,4.275224645505364,3.7512265574199883
0.0,0.0,10.356715144275679,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.075665553666841,5.59805234741294,5.845239141867917,3.7841759764832346,4.469665217287472
0.0,0.0,9.738044477492487,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,7.161518573915153,6.924759171756326,5.958857605195981,4.142598221270896,3.420498372174654
0.0,0.0,9.057404931535972,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.496808885147793,5.8504316799112575,5.88457745928782,3.2735169189378297,3.140120491305865
0.0,0.0,10.36788209653858,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.186442253478765,6.538641394454894,5.879733751087792,4.458498837811068,4.441326416908614
0.0,0.0,9.91783426046379,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.642074911438499,5.9549455272284915,5.732899632406164,3.5147459285465503,3.289301704425634
0.0,0.0,10.207727485584916,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.515897835446056,4.108889330909017,4.794669637561485,5.597206026904833,4.021472546824943
0.0,0.0,4.001982922307519,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.4877389963342362,2.5352716233567207,3.950363160514962,2.8525010691908235,3.6352331403494067
0.0,0.0,0.8380416281926604,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0994074094098785,0.9772996419442691,4.148718311806453,0.9826117566008252,2.657296225823212
0.0,0.0,5.202204564221555,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.998352188817467,3.2764709008216815,4.280373264175466,3.1519020900535093,3.471090996002407
0.0,0.0,2.049900940647835,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.6549793822654015,1.5259785086013138,4.019510842307862,1.5878107814545526,2.9056827433098644
0.0,0.0,4.999180148573873,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.006249282430945,2.7004508543618235,4.210212789098262,3.0843194480931935,3.6425738476386016
0.0,0.0,2.7060717308270887,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.165980825310372,2.0512350699669875,3.8968837573639594,3.9851979302723817,3.0669592040791227
0.0,0.0,3.9189145254368087,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.99784517641273,2.7606199855357056,4.437372957512204,2.9030953789791756,3.861271153772197
0.0,0.0,1.1468175565832053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9994186097346262,0.9530917294511323,3.9827228022254926,1.1005569972504115,2.831074279806251
0.0,0.0,5.4177241011933095,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.8663006285797663,3.4470368819114356,4.2706714669174035,2.5949407311701975,3.1000094431598764
0.0,0.0,2.0328068834036674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.4592180718102417,1.314239270439504,4.1297360707988515,1.310179340414547,3.241818904998399
0.0,0.0,5.163816434200157,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.295360123444218,2.6900579660249093,3.7975537429033905,2.936175236228793,3.9153767857239195
0.0,0.0,2.5592298256704336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.632578912756695,2.272859443539156,4.556544407890379,3.838730970018333,2.935228142010703
0.0,0.0,2.0966891554231353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0529240828529343,1.9372006280390264,4.004083967143888,2.1090683317437584,2.802919520406803
0.0,0.0,1.9126128735935963,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.8246133690509014,1.001129706303839,3.864051172193436,2.086779474397862,3.15923855205386
0.0,0.0,2.0179372701084697,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.1126169705700875,2.068094718482163,3.8904211687024164,2.003221464837216,3.1736832953544365
0.0,0.0,2.9027231041647408,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.3494377344108806,2.3252059731216908,4.006193953054413,3.039943743913304,3.037997371639094
0.0,0.0,2.04616888188744,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5624523798375467,2.306396807193531,3.940599621473701,2.8640946193346752,3.2856824265520173
0.0,0.0,1.848977087826189,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.457525712154616,0.8732878919699868,3.9016866925038953,2.000939193385805,2.48754193283127
0.0,0.0,2.2007852894912947,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7990987991234217,1.7910677098109462,3.818368551929116,1.8383933535761046,3.304068510171997
0.0,0.0,1.8057421612953946,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.028340377743567,0.9676665100498876,3.5706797092584255,2.038776620182846,3.0303828000083293
0.0,0.0,2.068516748742791,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.7204805869952533,1.9468966810686723,4.023413466126387,1.7573695644742306,3.3676879388904526
0.0,0.0,2.9468056668687512,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.297913635417368,2.3395767200270203,3.4858502605083395,2.6025210842726123,3.2340232547938417
0.0,0.0,2.0398884834600324,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.3055719147239238,2.3858723036608276,4.050360951172943,3.2436565977621825,3.441599519624509
0.0,0.0,2.096349391787266,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.347525749271656,0.9583167889983705,3.549264806686963,1.86389286875451,2.243811483910118
0.0,0.0,8.26173089132746,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.339845828836141,5.136386645631037,6.172283396884269,4.405218582611773,3.1562023062123457
0.0,0.0,1.0983032266653447,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7199507430568706,1.161273035126414,4.0500550034520675,1.1522669756673753,2.4992792400438297
0.0,0.0,7.5360200438007325,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.5706488869957895,4.5526646266387845,5.160977045164412,4.788439686064844,3.195279746551849
0.0,0.0,1.1474541301877061,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0684464808156917,0.8577396498987554,3.419688156995467,0.8954456682343376,2.5323074257867657
